id,name,category,serving_weight,serving_desc,emissions_per_serving,emissions_category_letter,emissions_category_description,carbon_label_url,preservation_methods,food_image_url,expiration_day
4340d1ab-5215-4767-b98a-cda73f529372,bagel,Bakery,85,1 bagel,1.21499,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
e56cfadb-88ea-4ff3-92fb-abd27b51fe22,baguette,Bakery,220,one medium baguette,1.30088,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
71131c53-ec60-4b21-aa11-8d5015f49496,bread,Bakery,80,two medium slices,1.21499,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,freeze and toast,"https://assets.bonappetit.com/photos/5c62e4a3e81bbf522a9579ce/5:4/w_2815,h_2252,c_limit/milk-bread.jpg",6
32af413c-6c44-4f4d-9c76-594d7271975a,bread crumbs,Bakery,112,one cup,1.21499,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
1220a81a-f6cb-438b-a8a6-dfa12aeb311d,bread roll,Bakery,60,one medium roll,1.21499,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
28b7afac-63df-4327-b969-e60a90a01246,brown bread,Bakery,80,two medium slices,1.1016,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
f30a3b8d-1cca-46c8-98f2-7262b5cfd902,brown bread roll,Bakery,60,one medium roll,1.20951,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
7bb5870e-1cc3-4034-8a89-f534977bafe4,cake,Bakery,120,one piece,3.06425,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
2b1b381b-b630-4c97-abb2-949e2f39cc0e,chocolate cake,Bakery,120,one slice,3.66809,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
79272a1e-4dec-4375-8c0d-6f479143de18,crepe,Bakery,80,one crepe,0.71148,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
8a4fdd50-95ae-476b-b7d6-e84b067493de,crumpet,Bakery,50,1 crumpet,1.21499,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
a0d47d34-8b53-4cd3-9031-2671f4905a34,doughnut,Bakery,75,one doughnut,6.5793,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
8f567871-5113-4052-9419-ad718657619f,fruit cake,Bakery,120,one slice,3.06425,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
28c370f1-14e5-4a27-a605-8c0223605125,muffin,Bakery,130,medium muffin,6.5793,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
86300681-06f8-4ed4-8452-d375cf8e828a,pancake,Bakery,50,medium pancake,0.71148,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
2dbc810c-f31f-4226-8634-96ef5a903476,pastry,Bakery,47,one pastry shell,6.5793,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
d8c3bae3-6f01-4451-a601-0914a301bae3,pitta bread,Bakery,60,one medium pitta,1.21499,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
c7b866df-91d1-4978-be5c-ee3dd3761d1c,plain naan bread,Bakery,140,one naan,1.21499,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
3f60bc56-3b98-4b0e-ae2d-9eefbce422bb,rye bread,Bakery,80,two medium slices,1.07067,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
a1d4602d-6139-4dcd-983e-a42362154ab6,scones,Bakery,70,one scone,3.06425,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
6445e7ea-4702-4362-9107-d4951e9e1cc9,sponge cake,Bakery,120,one slice,3.06425,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
b237306b-6c15-41a5-b6df-83829a38c82e,tortilla wrap,Bakery,65,one wrap,1.08099,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
c2b18aa4-e7a5-4ebf-b85f-7c7f5f85cc57,waffle,Bakery,75,medium waffle,0.71148,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
ffe6b893-0ab5-4722-840a-93788dcd271f,white bread,Bakery,80,two medium slices,1.08104,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
8a1f0ebf-8c2c-462d-b229-5d12feac50ee,white bread roll,Bakery,60,one medium roll,1.12139,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
787de133-3f3d-4d88-9a1d-f122b9499f75,biscuits,Biscuits and confectionery,45,three biscuits,1.30333,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
6b5fc6be-e0ef-488c-84fc-86f1bdced619,chocolate,Biscuits and confectionery,30,six squares,5.76333,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
b4fb22b8-4428-4f9c-a700-6f8814403965,chocolate biscuit,Biscuits and confectionery,45,three biscuits,2.7,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
b7ac31fb-902d-41a4-913c-0e233fa6601a,chocolate chips,Biscuits and confectionery,10,fifteen chocolate chips,5.76333,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
bcfa02f6-e1b3-4442-b969-0ff5b8c1314b,chocolate snack bar,Biscuits and confectionery,32,one bar,5.06965,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
63c80416-01fb-4796-b409-b6e3ae1eafca,crackers,Biscuits and confectionery,24,three crackers,1.155,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
8cbf0267-8b91-41b9-aac2-1ed1e083b194,flapjacks,Biscuits and confectionery,32,one flapjack,6.84001,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
6e37a3de-5aed-4883-8bf3-99aec3c2c7d8,fudge,Biscuits and confectionery,34,one piece,2.41213,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
7fe3a156-01a1-4c06-ae06-9a47fadf1866,gluten-free biscuit,Biscuits and confectionery,45,three biscuits,3.3,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
bde51815-5276-4edc-b181-3d6172ef4e92,liquorice,Biscuits and confectionery,21,three pieces,2.41213,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
b0b377db-d872-4538-8a94-8351ad405ee4,marshmallows,Biscuits and confectionery,35,five large marshmallows,2.41213,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
23c02498-4c40-4a19-b485-4c853b0584de,milk-based sweets,Biscuits and confectionery,10,one piece,4.21,D,High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+D.png,,,
f889f0ff-fe49-47e2-a45c-d1a11bad9b4e,mints,Biscuits and confectionery,15,three pieces,2.41213,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
64faf31b-fa37-4b0a-84be-a86184b45373,muesli snack bar,Biscuits and confectionery,32,one bar,6.84001,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
2606b88b-000f-4dad-a6c4-e44d1a001606,sweets,Biscuits and confectionery,10,one piece,2.41213,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
a34ceb36-4898-4afb-af99-43d8f42c37e4,toffee,Biscuits and confectionery,21,three pieces,2.41213,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
dc71a5ec-2bc8-4b66-9ae6-4884c9ec510a,allspice,Cupboard,3,teaspoon,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
3bd29a16-41be-4878-9976-7ecbfa644856,almond extract,Cupboard,5,1 teaspoon,0.65599,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
b585ae15-90f8-4e53-a94c-386228c49b82,basil,Cupboard,24,handful,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
12cd4e21-aa96-47b2-b47f-c24a394cd896,bay leaves,Cupboard,24,handful,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
e66a6086-830d-4008-9b21-2a3c19ec1cc7,beet molasses,Cupboard,20,one tablespoon,0.28759,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
11a4dbb4-f9b1-481c-8bea-0fdc1f28a404,beet sugar,Cupboard,4,1 teaspoon,0.39078,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
12d05403-c574-497d-8acd-4edba6e0002e,black pepper,Cupboard,3,teaspoon,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
44773add-8688-4e2e-9f01-af0d97cda9d6,breakfast cereal,Cupboard,45,three handfuls,2.4014,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
5727c5c3-963e-4e4b-8571-72debdeb4d1e,brown sugar,Cupboard,4,1 teaspoon,0.65599,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
2ca23a6c-4e3f-4f83-87b5-285f4c5c4965,cacao nibs,Cupboard,24,handful,2.655,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
b467dd6c-5168-4ef0-88a0-0acbd26bd206,cacao powder,Cupboard,5,one teaspoon,4.44,D,High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+D.png,,,
c8371cf7-4a4d-4bc4-b3e0-2f5418b13f61,cassava starch,Cupboard,4,one teaspoon,0.594,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
901a1ed4-e26f-4660-8b5d-fda1c5e33f25,cayenne pepper,Cupboard,3,teaspoon,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
23858dcb-ee9d-4591-9b9c-3f0c8e067362,chilli flakes,Cupboard,3,teaspoon,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
cd63bb4f-f402-4b2d-846e-185aefc172ab,chilli powder,Cupboard,3,teaspoon,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
873b6f17-5981-4616-aa87-99be1f691af5,chives,Cupboard,24,handful,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
1d9fe573-2f12-4cef-9a74-41c065319f58,cinnamon,Cupboard,3,teaspoon,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
3c2d4adc-b399-49f5-8b8a-7fcfc8657738,cloves,Cupboard,24,handful,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
35ad195b-2a26-426c-b783-2e2f35f3444a,coconut sugar,Cupboard,4,1 teaspoon,0.65599,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
cb922278-c573-4bcc-9e1f-a3d042d6b632,coffee beans,Cupboard,10,five beans,4.5,D,High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+D.png,,,
764d847b-0b90-4d9c-a10d-940d772d4651,coriander,Cupboard,24,handful,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
a87b952c-cf63-424b-a5b7-655289b63b1b,cornflour,Cupboard,4,one teaspoon,0.89116,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
45064812-f615-48f5-8cb2-6f875b06dbc6,cumin,Cupboard,3,teaspoon,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
939af743-562c-4fda-b33b-9ccb49dd945c,dill,Cupboard,24,handful,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
57a04b04-422e-4043-a760-8dca2bb7e243,five spice,Cupboard,3,teaspoon,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
b16fc3a8-f40c-423f-9c00-6c1a00a2063a,flour,Cupboard,8,one tablespoon,0.89116,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
aff55f88-595a-4e67-b9cd-40a5037752c1,food colouring,Cupboard,5,one teaspoon,0.65599,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
be667e03-0f30-4f6a-bb69-0d65163714e4,garam masala,Cupboard,3,teaspoon,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
1777b50b-6eea-4478-b1e2-d831a853aed1,granola,Cupboard,45,handful,4.01636,D,High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+D.png,,,
b4c5bebf-8ef0-49a5-b8dc-e7dc190d4cd5,herbs and spices,Cupboard,20,handful,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
8364c643-3102-4326-abf4-ae8c599a5375,hot chocolate powder,Cupboard,2,teaspoon,4.44,D,High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+D.png,,,
bbab28d1-8575-4e00-8f1e-f84779635f6f,icing - to roll,Cupboard,60,,0.65599,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
f6761f82-b102-4857-adb7-3f8bc7562f9e,icing sugar,Cupboard,8,one tablespoon,0.65599,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
706014b2-ac0b-472b-aa2e-09e6952ccee2,lard,Cupboard,12,1 tablespoon,6.11647,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
588081a2-ca17-48ef-9923-75ff42186649,marzipan,Cupboard,60,,1.6573,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
c916a5d0-db8f-488e-92b1-3a081048fd27,mint,Cupboard,24,handful,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
021426dc-e34a-40cc-9124-dc8c084f9aed,miso paste,Cupboard,16,one tablespoon,0.22176,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
87dbfe9a-24a4-4488-a116-3a64963f57ec,molasses,Cupboard,20,one tablespoon,0.4876,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
363706c6-a864-4b67-9e3c-3491e3933e3f,muesli,Cupboard,45,handful,4.01636,D,High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+D.png,,,
6c7efa02-5002-42bd-8270-96ce2382c589,non-wholegrain breakfast cereal,Cupboard,45,handful,4.00626,D,High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+D.png,,,
bcb8fe3a-aa05-45c5-946b-97aa08f599bd,nutmeg,Cupboard,3,teaspoon ground,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
92fb2438-d600-4629-a93d-f2e82759e0e7,oat flakes,Cupboard,45,handful,0.79,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
9966d070-c792-4321-9798-72c6da601324,oregano,Cupboard,24,handful,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
e92a1c52-06c5-4367-b3de-e5a28c04dccb,paprika,Cupboard,3,teaspoon,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
a2566202-85f1-4af8-b06d-a594b7bc21c2,parsley,Cupboard,24,handful,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
245810f5-6a86-4ba6-ab6a-d615f459a5d8,peppermint extract,Cupboard,5,1 teaspoon,0.65599,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
6922fdeb-edbe-46ab-8273-aa1cd7870b5b,plain flour,Cupboard,8,one tablespoon,0.89116,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
b623785f-6ab6-4c80-81a3-ea8edc44eabd,porridge,Cupboard,45,,3.95813,D,High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+D.png,,,
fc86f477-c351-4377-9c1d-a103a7032f69,rosemary,Cupboard,24,handful,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
c7af039c-0b9f-413a-8b4e-b67c26d9b9c2,rye flour,Cupboard,8,one tablespoon,0.70889,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
96f51d89-f4c5-496f-8d75-b4ec56a71188,sage,Cupboard,24,handful,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
8644e7b1-feab-41f6-8cde-946e641d1771,salt,Cupboard,3,teaspoon,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
e5f86015-c0d5-4591-b61a-ea24f1a6338e,self-raising flour,Cupboard,8,one tablespoon,0.89116,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
d571d28d-2869-457a-ab53-332c1cac5af4,sugar,Cupboard,4,1 teaspoon,0.65599,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
1397747d-eaa5-4011-8d72-738b30ccb091,tapioca starch,Cupboard,5,one teaspoon,0.594,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
84daaa2e-ee91-41cb-b9f4-9221c89c605c,thyme,Cupboard,24,handful,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
8ac5ca35-b5f5-40e8-a493-6e6ad0de1635,turmeric,Cupboard,3,teaspoon,1.1325,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
80ec882d-ecfc-4d4e-9263-17f25089cce4,vanilla,Cupboard,5,one teaspoon,0.65599,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
60ed9a9c-9797-4816-9343-57b41128f95f,vanilla extract,Cupboard,5,1 teaspoon,0.65599,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
f462d7b2-6b73-4c88-9851-a8842215061e,vegetable fat,Cupboard,12,1 tablespoon,2.75119,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
ece931d3-fbae-4a02-8482-4950a83b462c,white sugar,Cupboard,4,1 teaspoon,0.65599,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
9322e880-564e-4c9c-ad0b-545a0c5657d1,wholegrain breakfast cereal,Cupboard,45,three handfuls,2.34606,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
b171c28a-a144-4d3e-b603-86014067278e,almond milk,Dairy and alternatives,200,small glass,0.565,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
79496507-ce24-4a5d-ae28-5543bde37bc4,brie,Dairy and alternatives,30,About the size of two thumbs,7.41667,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
1a293bb0-905b-459d-8690-65cff6d6ec43,buffalo milk,Dairy and alternatives,200,small glass,3.38,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
dd69b458-c587-4826-871a-691d56434bdd,butter,Dairy and alternatives,14,one tablespoon,9.75789,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
0add44b9-5ae5-48c6-b66e-0bd20d08282a,buttermilk,Dairy and alternatives,200,small glass,1.1,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
71380443-e38f-49df-b8dc-51fc5a87b8fc,camembert,Dairy and alternatives,30,About the size of two thumbs,7.11065,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
f1b4ef28-eafa-4271-914e-0bac2b041850,cheddar,Dairy and alternatives,30,About the size of two thumbs,7.41667,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
90a55529-964b-462a-acf4-72b58161a216,cheese,Dairy and alternatives,30,About the size of two thumbs,8.78695,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
ccec1292-cd3a-4748-8a43-6467b835704d,clotted cream,Dairy and alternatives,150,half tub,3.72404,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
b102556e-3354-4434-92e0-5ecbecc6269c,concentrated milk,Dairy and alternatives,200,small glass,3.1,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
02603cfb-bd02-468d-9c43-f52391d4b4a3,cottage cheese,Dairy and alternatives,30,About the size of two thumbs,2.445,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
33d05760-dd2f-4758-9315-be562b8ea818,cream cheese,Dairy and alternatives,30,About the size of two thumbs,6.44,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
8f11d23a-037f-4ffe-be9c-b23fb7fe684e,double cream,Dairy and alternatives,150,half tub,3.72404,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
fca2f822-9b54-421e-9ebc-ed86ebdc7bef,edam,Dairy and alternatives,30,About the size of two thumbs,7.11065,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
3a345659-da4b-4104-9487-29a639539f14,emmental,Dairy and alternatives,30,About the size of two thumbs,7.11065,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
39ed84ff-a260-4720-abae-139fb7258cab,feta,Dairy and alternatives,30,About the size of two thumbs,7.11065,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
5f52144d-ec5c-4e42-a5b5-47be28ea8a47,goats cheese,Dairy and alternatives,30,About the size of two thumbs,7.11065,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
72d79de7-ecb5-4ef1-9a8e-75e1b0ca6980,goats milk,Dairy and alternatives,200,small glass,2.67,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
c7cbcee8-85f0-40d9-a6a4-d665cdf577e4,gouda,Dairy and alternatives,30,About the size of two thumbs,7.41667,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
7ee3ae1d-06f5-4802-aa52-2bd7eeb4a7b6,ice cream,Dairy and alternatives,120,two scoops,3.80167,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
063dfd4e-b4ff-4ed2-a041-b7c2b21e9043,margarine,Dairy and alternatives,14,one tablespoon,3.08086,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
808bb6b7-f679-4b18-b13d-9a50a8e80439,mascarpone,Dairy and alternatives,30,About the size of two thumbs,7.41667,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
16fe0967-c90b-441b-95de-145d7d85a1f2,milk,Dairy and alternatives,200,small glass,1.76166,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
35ca179a-f655-4429-bf42-4644f27adcae,mozzarella,Dairy and alternatives,30,About the size of two thumbs,6.44,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
b97836f0-deab-4a44-8c53-3f905554ec9f,oat milk,Dairy and alternatives,200,small glass,0.356564667,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
d7e60b54-f05f-4d35-bf17-f586245cd57f,oatly oat drink,Dairy and alternatives,200,small glass,0.31833,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
c2a79019-9390-4c1e-84d2-07e5d5ad2151,paneer,Dairy and alternatives,30,About the size of two thumbs,7.11065,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
4ce9743f-af67-4408-a2d9-eb6c0d962037,parmesan,Dairy and alternatives,30,About the size of two thumbs,7.11065,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
e4fdbf23-e522-4090-9d15-aa1a453708d1,plant-based cream,Dairy and alternatives,150,half tub,1.8725,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
8cf2dedb-612e-4c0f-979e-cad3cfca8924,plant-based milk,Dairy and alternatives,200,small glass,0.54509,A,Very Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+A.png,,,
e6c285e4-3a66-4748-9ffa-823af4c8093a,prato,Dairy and alternatives,30,About the size of two thumbs,7.41667,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
15daabe3-0846-47a0-9e1b-039ba034cea8,quark,Dairy and alternatives,30,About the size of two thumbs,2.445,B,Low,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+B.png,,,
e2e9c3be-8e9f-44ec-89c3-50d39c00a74a,sheeps milk,Dairy and alternatives,200,small glass,8.4,E,Very High,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+E.png,,,
594a1340-5476-4fcf-94ef-dd037592b00d,single cream,Dairy and alternatives,150,half tub,3.72404,C,Medium,https://myemissions-assets.s3.eu-west-2.amazonaws.com/labels/cloud+C.png,,,
